CMDLINE /media/monte_share/conda_envs/dataproc/bin/python3.14 main_EEI_preproc.py
MEM 19736.246094 1776195243.5156
MEM 20409.121094 1776195243.6160
MEM 20998.097656 1776195243.7180
MEM 21694.097656 1776195243.8185
MEM 22414.097656 1776195243.9190
MEM 23138.097656 1776195244.0194
MEM 23585.144531 1776195244.1198
MEM 24315.140625 1776195244.2202
MEM 24966.464844 1776195244.3205
MEM 25399.144531 1776195244.4208
MEM 25857.402344 1776195244.5213
MEM 26363.933594 1776195244.6216
MEM 26917.996094 1776195244.7218
MEM 27259.437500 1776195244.8220
MEM 27344.324219 1776195244.9238
MEM 27381.890625 1776195245.0244
MEM 27519.371094 1776195245.1350
MEM 28395.371094 1776195245.2358
MEM 29315.371094 1776195245.3363
MEM 30273.371094 1776195245.4367
MEM 31261.371094 1776195245.5373
MEM 31898.460938 1776195245.6376
MEM 31898.460938 1776195245.7379
MEM 31898.460938 1776195245.8382
MEM 31898.460938 1776195245.9385
MEM 31898.460938 1776195246.0389
MEM 31898.460938 1776195246.1392
MEM 31898.460938 1776195246.2395
MEM 31898.460938 1776195246.3398
MEM 31898.460938 1776195246.4401
MEM 31898.460938 1776195246.5404
MEM 31898.460938 1776195246.6407
MEM 31898.460938 1776195246.7409
MEM 31898.460938 1776195246.8411
MEM 31898.460938 1776195246.9414
MEM 31898.460938 1776195247.0416
MEM 31898.460938 1776195247.1418
MEM 31898.460938 1776195247.2421
MEM 31898.460938 1776195247.3423
MEM 31898.460938 1776195247.4425
MEM 31898.460938 1776195247.5428
MEM 31898.460938 1776195247.6430
MEM 31898.460938 1776195247.7433
MEM 31898.460938 1776195247.8436
MEM 31898.460938 1776195247.9438
MEM 31898.460938 1776195248.0442
MEM 31898.460938 1776195248.1446
MEM 31898.460938 1776195248.2448
MEM 31898.460938 1776195248.3450
MEM 31898.460938 1776195248.4453
MEM 31898.460938 1776195248.5455
MEM 31898.460938 1776195248.6457
MEM 31898.460938 1776195248.7459
MEM 31898.460938 1776195248.8463
MEM 31898.460938 1776195248.9467
MEM 31898.460938 1776195249.0470
MEM 31898.460938 1776195249.1473
MEM 31898.460938 1776195249.2476
MEM 31898.460938 1776195249.3480
MEM 31898.460938 1776195249.4483
MEM 31898.460938 1776195249.5487
MEM 31898.460938 1776195249.6490
MEM 31898.460938 1776195249.7493
MEM 31898.460938 1776195249.8495
MEM 31898.460938 1776195249.9497
MEM 31898.460938 1776195250.0499
MEM 31898.460938 1776195250.1500
MEM 31898.460938 1776195250.2508
MEM 31898.460938 1776195250.3519
MEM 31898.460938 1776195250.4523
MEM 31898.460938 1776195250.5527
MEM 31898.460938 1776195250.6531
MEM 31898.460938 1776195250.7535
MEM 31898.460938 1776195250.8538
MEM 31898.460938 1776195250.9540
MEM 31898.460938 1776195251.0543
MEM 31898.460938 1776195251.1546
MEM 31898.460938 1776195251.2549
MEM 31898.460938 1776195251.3551
MEM 31898.460938 1776195251.4553
MEM 31898.460938 1776195251.5555
MEM 31898.460938 1776195251.6557
MEM 31898.460938 1776195251.7560
MEM 31898.460938 1776195251.8563
MEM 31898.460938 1776195251.9566
MEM 31898.460938 1776195252.0570
MEM 31898.460938 1776195252.1574
MEM 31898.460938 1776195252.2577
MEM 31898.460938 1776195252.3582
MEM 31898.460938 1776195252.4585
MEM 31898.460938 1776195252.5589
MEM 31898.460938 1776195252.6593
MEM 31898.460938 1776195252.7597
MEM 31898.460938 1776195252.8601
MEM 31898.460938 1776195252.9604
MEM 31898.460938 1776195253.0606
MEM 31898.460938 1776195253.1610
MEM 31898.460938 1776195253.2614
MEM 31898.460938 1776195253.3619
MEM 31898.460938 1776195253.4624
MEM 31898.460938 1776195253.5629
MEM 31898.460938 1776195253.6635
MEM 31898.460938 1776195253.7638
MEM 31898.460938 1776195253.8640
MEM 31898.460938 1776195253.9643
MEM 31898.460938 1776195254.0644
MEM 31898.460938 1776195254.1646
MEM 31898.460938 1776195254.2648
MEM 31898.460938 1776195254.3650
MEM 31898.460938 1776195254.4652
MEM 31898.460938 1776195254.5657
MEM 31898.460938 1776195254.6659
MEM 31898.460938 1776195254.7660
MEM 31898.460938 1776195254.8664
MEM 31898.460938 1776195254.9668
MEM 31898.460938 1776195255.0673
MEM 31898.460938 1776195255.1678
MEM 31898.460938 1776195255.2682
MEM 31898.460938 1776195255.3686
MEM 31898.460938 1776195255.4688
MEM 31898.460938 1776195255.5690
MEM 31898.460938 1776195255.6694
MEM 31898.460938 1776195255.7697
MEM 31898.460938 1776195255.8702
MEM 31898.460938 1776195255.9708
MEM 31898.460938 1776195256.0712
MEM 31898.460938 1776195256.1717
MEM 31898.460938 1776195256.2721
MEM 31898.460938 1776195256.3725
MEM 31898.460938 1776195256.4730
MEM 31898.460938 1776195256.5735
MEM 31898.460938 1776195256.6740
MEM 31898.460938 1776195256.7744
MEM 31898.460938 1776195256.8749
MEM 31898.460938 1776195256.9754
MEM 31898.460938 1776195257.0758
MEM 31898.460938 1776195257.1760
MEM 31898.460938 1776195257.2762
MEM 31898.460938 1776195257.3764
MEM 31898.460938 1776195257.4766
MEM 31898.460938 1776195257.5767
MEM 31898.460938 1776195257.6773
MEM 31898.460938 1776195257.7777
MEM 31898.460938 1776195257.8779
MEM 31898.460938 1776195257.9783
MEM 31898.464844 1776195258.0787
MEM 31898.464844 1776195258.1790
MEM 31887.328125 1776195258.2793
MEM 31868.292969 1776195258.3796
MEM 31859.371094 1776195258.4800
MEM 31856.535156 1776195258.5806
MEM 31856.535156 1776195258.6811
MEM 31856.535156 1776195258.7816
MEM 31856.535156 1776195258.8822
MEM 31856.535156 1776195258.9827
MEM 31856.535156 1776195259.0832
MEM 31856.535156 1776195259.1836
MEM 31856.535156 1776195259.2840
MEM 31856.535156 1776195259.3843
MEM 31856.535156 1776195259.4847
MEM 31856.535156 1776195259.5851
MEM 31856.535156 1776195259.6857
MEM 31856.535156 1776195259.7860
MEM 31856.535156 1776195259.8866
MEM 31856.535156 1776195259.9871
MEM 31856.535156 1776195260.0877
MEM 31856.535156 1776195260.1882
MEM 31856.535156 1776195260.2886
MEM 31856.535156 1776195260.3888
MEM 31856.535156 1776195260.4893
MEM 31856.535156 1776195260.5898
MEM 31856.535156 1776195260.6902
MEM 31856.585938 1776195260.7905
MEM 31856.585938 1776195260.8911
MEM 31855.917969 1776195260.9917
MEM 31854.878906 1776195261.0922
MEM 31853.835938 1776195261.1926
MEM 31853.835938 1776195261.2930
MEM 31853.835938 1776195261.3936
MEM 31853.835938 1776195261.4941
MEM 31853.835938 1776195261.5946
MEM 31853.835938 1776195261.6952
MEM 31853.835938 1776195261.7957
MEM 31853.835938 1776195261.8962
MEM 31853.835938 1776195261.9967
MEM 31853.835938 1776195262.0971
MEM 31851.707031 1776195262.1975
MEM 31851.476562 1776195262.2979
MEM 31850.246094 1776195262.3982
MEM 31847.511719 1776195262.4986
MEM 31847.511719 1776195262.5990
MEM 31847.511719 1776195262.6994
MEM 31847.511719 1776195262.7999
MEM 31847.511719 1776195262.9004
MEM 31847.511719 1776195263.0007
MEM 31847.511719 1776195263.1011
MEM 31847.511719 1776195263.2014
MEM 31847.511719 1776195263.3019
MEM 31847.511719 1776195263.4023
MEM 31847.511719 1776195263.5028
MEM 31847.511719 1776195263.6031
MEM 31847.511719 1776195263.7036
MEM 31847.511719 1776195263.8041
MEM 31847.511719 1776195263.9046
MEM 31847.511719 1776195264.0051
MEM 31847.511719 1776195264.1054
MEM 31833.425781 1776195264.2059
MEM 31800.179688 1776195264.3063
MEM 31779.039062 1776195264.4068
MEM 31779.039062 1776195264.5071
MEM 31650.562500 1776195264.6222
MEM 31582.156250 1776195264.7229
MEM 31504.910156 1776195264.8235
MEM 30197.460938 1776195264.9239
MEM 22618.199219 1776195265.0242
MEM 17450.593750 1776195265.1247
MEM 18150.593750 1776195265.2248
MEM 18894.593750 1776195265.3252
MEM 19726.593750 1776195265.4258
MEM 20346.359375 1776195265.5264
MEM 21092.359375 1776195265.6270
MEM 21862.359375 1776195265.7275
MEM 22552.359375 1776195265.8279
MEM 22957.097656 1776195265.9286
MEM 23382.285156 1776195266.0289
MEM 23531.632812 1776195266.1294
MEM 23994.292969 1776195266.2300
MEM 24466.292969 1776195266.3307
MEM 24944.292969 1776195266.4313
MEM 25454.292969 1776195266.5319
MEM 25926.292969 1776195266.6324
MEM 26440.292969 1776195266.7330
MEM 26935.128906 1776195266.8334
MEM 27003.179688 1776195266.9337
MEM 27038.843750 1776195267.0341
MEM 27045.421875 1776195267.1345
MEM 27043.179688 1776195267.2382
MEM 27101.527344 1776195267.3412
MEM 27214.511719 1776195267.4431
MEM 27274.992188 1776195267.5436
MEM 27545.828125 1776195267.6440
MEM 27950.117188 1776195267.7444
MEM 28370.164062 1776195267.8448
MEM 28736.707031 1776195267.9451
MEM 28953.906250 1776195268.0455
MEM 29062.257812 1776195268.1459
MEM 29164.285156 1776195268.2463
MEM 29269.105469 1776195268.3529
MEM 29297.273438 1776195268.4561
MEM 29339.546875 1776195268.5653
MEM 29457.886719 1776195268.6657
MEM 29576.519531 1776195268.7660
MEM 29670.820312 1776195268.8663
MEM 29688.878906 1776195268.9680
MEM 29730.261719 1776195269.0685
MEM 29789.117188 1776195269.1693
MEM 29929.285156 1776195269.2697
MEM 30056.761719 1776195269.3714
MEM 30173.292969 1776195269.4717
MEM 30279.085938 1776195269.5720
MEM 30308.027344 1776195269.6727
MEM 30338.078125 1776195269.7845
MEM 30425.480469 1776195269.8848
MEM 30497.878906 1776195269.9851
MEM 30577.750000 1776195270.0854
MEM 30647.039062 1776195270.1857
MEM 30693.343750 1776195270.2863
MEM 30699.871094 1776195270.3872
MEM 30698.203125 1776195270.4876
MEM 0.000000 1776195270.6915
MEM 0.000000 1776195270.7919
MEM 0.000000 1776195270.8921
MEM 0.000000 1776195270.9924
