
===========================
ERBE SW Anisotropic Factors
===========================

Rows correspond to different viewing zenith angle ranges (0-15, 15-27, etc.).
Columns correspond to different relative azimuth angle ranges (0-9, 9-30, etc.).

Reference: Suttles, J. T., R. N. Green, P. Minnis, G. L. Smith, W. F. Staylor, B. A. Wielicki, I. J. Walker, 
           D. F. Young, V. R. Taylor, and L. L. Stowe, 1988: Angular radiation models for Earth-atmosphere 
           system. Volume 1: Shortwave radiation, NASA-RP-1184, 148pp, [online] Available: 
           https://hdl.handle.net/2060/19880018293.
	   
	   
=====================  
Scene 1 - Clear Ocean
=====================    
 solar zenith angle range =  0.00 - 25.84
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
 solar zenith angle range = 45.57 - 53.13
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.898       0.898       0.898       0.898       0.898       0.898       0.898       0.898
   15 - 27          0.854       0.824       0.872       0.880       0.933       0.983       1.036       1.039
   27 - 39          0.817       0.846       0.856       0.887       0.942       1.070       1.171       1.166
   39 - 51          0.879       0.832       0.873       0.903       0.949       1.110       1.268       1.334
   51 - 63          0.971       0.875       0.910       0.862       1.020       1.129       1.346       1.388
   63 - 75          1.056       0.952       0.988       0.900       1.036       1.201       1.381       1.405
   75 - 90          1.280       1.165       1.085       0.849       1.038       1.233       1.386       1.422
 solar zenith angle range = 53.13 - 60.00
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.846       0.846       0.846       0.846       0.846       0.846       0.846       0.846
   15 - 27          0.801       0.797       0.846       0.859       0.885       0.997       1.040       1.003
   27 - 39          0.847       0.840       0.791       0.818       0.955       1.097       1.159       1.224
   39 - 51          0.859       0.788       0.745       0.853       0.952       1.127       1.321       1.340
   51 - 63          0.954       0.840       0.800       0.864       1.016       1.179       1.415       1.535
   63 - 75          1.083       1.020       0.929       0.879       1.027       1.291       1.537       1.623
   75 - 90          1.312       1.143       1.120       1.045       1.164       1.391       1.661       1.726
 solar zenith angle range = 60.00 - 66.42
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.820       0.820       0.820       0.820       0.820       0.820       0.820       0.820
   15 - 27          0.751       0.753       0.763       0.797       0.862       0.939       0.988       1.000
   27 - 39          0.779       0.776       0.773       0.801       0.890       1.015       1.099       1.122
   39 - 51          0.863       0.852       0.822       0.824       0.926       1.099       1.222       1.255
   51 - 63          1.008       0.986       0.916       0.875       0.974       1.188       1.348       1.391
   63 - 75          1.218       1.182       1.063       0.959       1.038       1.280       1.472       1.525
   75 - 90          1.621       1.565       1.371       1.169       1.206       1.471       1.698       1.762
 solar zenith angle range = 66.42 - 72.54
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.767       0.767       0.767       0.767       0.767       0.767       0.767       0.767
   15 - 27          0.729       0.729       0.731       0.753       0.804       0.872       0.916       0.927
   27 - 39          0.775       0.770       0.755       0.764       0.834       0.948       1.027       1.048
   39 - 51          0.881       0.866       0.821       0.799       0.880       1.042       1.162       1.194
   51 - 63          1.057       1.030       0.941       0.871       0.952       1.162       1.325       1.370
   63 - 75          1.331       1.287       1.140       1.000       1.068       1.324       1.532       1.591
   75 - 90          1.940       1.868       1.618       1.351       1.386       1.712       1.993       2.073
 solar zenith angle range = 72.54 - 78.46
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.758       0.758       0.758       0.758       0.758       0.758       0.758       0.758
   15 - 27          0.788       0.774       0.750       0.749       0.800       0.824       0.837       0.836
   27 - 39          0.877       0.813       0.781       0.757       0.795       0.880       0.976       0.937
   39 - 51          0.940       0.882       0.874       0.751       0.849       0.997       1.093       1.127
   51 - 63          1.041       0.949       0.891       0.832       0.942       1.155       1.373       1.438
   63 - 75          1.441       1.391       1.217       1.041       1.088       1.346       1.562       1.624
   75 - 90          2.072       1.991       1.710       1.408       1.437       1.791       2.099       2.187
 solar zenith angle range = 78.46 - 84.26
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.705       0.705       0.705       0.705       0.705       0.705       0.705       0.705
   15 - 27          0.764       0.741       0.715       0.690       0.760       0.777       0.785       0.789
   27 - 39          0.871       0.807       0.758       0.709       0.761       0.843       0.919       0.889
   39 - 51          0.948       0.897       0.848       0.705       0.813       0.963       1.036       1.076
   51 - 63          1.074       0.951       0.916       0.849       0.943       1.133       1.349       1.404
   63 - 75          1.590       1.531       1.329       1.115       1.147       1.416       1.648       1.714
   75 - 90          2.270       2.178       1.859       1.514       1.541       1.934       2.277       2.375
 solar zenith angle range = 84.26 - 90.00
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.655       0.655       0.655       0.655       0.655       0.655       0.655       0.655
   15 - 27          0.739       0.709       0.680       0.634       0.720       0.731       0.734       0.744
   27 - 39          0.862       0.799       0.734       0.662       0.728       0.806       0.864       0.843
   39 - 51          0.951       0.908       0.820       0.661       0.778       0.928       0.981       1.026
   51 - 63          1.099       0.949       0.935       0.861       0.939       1.109       1.321       1.367
   63 - 75          1.716       1.650       1.423       1.176       1.195       1.473       1.718       1.787
   75 - 90          2.515       2.411       2.051       1.658       1.679       2.110       2.489       2.598

========================================    
Scene 5 - Clear Land-Ocean Mix (Coastal)
========================================        
 solar zenith angle range =  0.00 - 25.84
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          1.083       1.083       1.083       1.083       1.083       1.083       1.083       1.083
   15 - 27          1.360       1.219       1.073       1.008       0.995       1.020       1.048       1.075
   27 - 39          1.178       1.053       0.948       0.943       0.957       0.994       1.024       1.023
   39 - 51          0.923       0.904       0.883       0.887       0.950       0.983       1.010       1.027
   51 - 63          0.926       0.889       0.884       0.913       0.954       1.009       1.020       1.058
   63 - 75          1.004       0.985       0.973       0.972       1.015       1.044       1.066       1.109
   75 - 90          1.163       1.126       1.094       1.057       1.079       1.122       1.155       1.187
 solar zenith angle range = 25.84 - 36.87
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.898       0.898       0.898       0.898       0.898       0.898       0.898       0.898
   15 - 27          1.075       1.004       0.919       0.870       0.909       0.953       0.998       1.040
   27 - 39          1.346       1.097       0.870       0.845       0.882       0.999       1.084       1.132
   39 - 51          1.137       1.000       0.853       0.844       0.906       1.036       1.115       1.151
   51 - 63          1.053       0.960       0.891       0.851       0.957       1.073       1.165       1.194
   63 - 75          1.183       1.105       1.030       0.972       0.987       1.124       1.263       1.293
   75 - 90          1.406       1.342       1.224       1.087       1.079       1.256       1.339       1.406
 solar zenith angle range = 36.87 - 45.57
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.807       0.807       0.807       0.807       0.807       0.807       0.807       0.807
   15 - 27          0.857       0.817       0.791       0.794       0.848       0.886       0.931       0.946
   27 - 39          1.131       0.991       0.794       0.804       0.857       0.978       1.067       1.082
   39 - 51          1.561       1.080       0.822       0.814       0.866       1.036       1.162       1.238
   51 - 63          1.473       1.075       0.880       0.841       0.937       1.119       1.247       1.283
   63 - 75          1.456       1.219       1.056       0.935       1.007       1.225       1.371       1.421
   75 - 90          1.694       1.483       1.291       1.118       1.132       1.395       1.531       1.550
 solar zenith angle range = 45.57 - 53.13
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.737       0.737       0.737       0.737       0.737       0.737       0.737       0.737
   15 - 27          0.721       0.722       0.699       0.718       0.780       0.851       0.890       0.895
   27 - 39          0.911       0.840       0.716       0.711       0.805       0.930       1.021       1.013
   39 - 51          1.671       1.093       0.772       0.763       0.818       1.027       1.175       1.253
   51 - 63          2.139       1.183       0.867       0.791       0.904       1.132       1.312       1.414
   63 - 75          2.103       1.449       1.107       0.928       0.997       1.317       1.486       1.572
   75 - 90          2.326       1.751       1.379       1.183       1.247       1.556       1.691       1.723
 solar zenith angle range = 53.13 - 60.00
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.656       0.656       0.656       0.656       0.656       0.656       0.656       0.656
   15 - 27          0.655       0.638       0.638       0.659       0.717       0.792       0.807       0.812
   27 - 39          0.795       0.766       0.661       0.660       0.741       0.879       0.957       0.962
   39 - 51          1.535       1.042       0.770       0.720       0.761       1.004       1.132       1.156
   51 - 63          2.652       1.305       0.867       0.793       0.889       1.130       1.282       1.424
   63 - 75          3.360       1.590       1.198       0.915       0.962       1.418       1.571       1.637
   75 - 90          3.850       2.125       1.508       1.235       1.283       1.652       1.796       1.852
 solar zenith angle range = 60.00 - 66.42
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.606       0.606       0.606       0.606       0.606       0.606       0.606       0.606
   15 - 27          0.618       0.615       0.600       0.614       0.653       0.708       0.779       0.778
   27 - 39          0.744       0.675       0.639       0.622       0.678       0.810       0.907       0.928
   39 - 51          1.391       0.981       0.715       0.685       0.739       0.939       1.067       1.162
   51 - 63          2.957       1.298       0.878       0.780       0.876       1.081       1.301       1.442
   63 - 75          4.936       1.866       1.235       0.879       0.960       1.391       1.615       1.916
   75 - 90          5.634       2.491       1.618       1.270       1.258       1.654       1.911       2.088
 solar zenith angle range = 66.42 - 72.54
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.564       0.564       0.564       0.564       0.564       0.564       0.564       0.564
   15 - 27          0.556       0.602       0.551       0.528       0.619       0.652       0.655       0.676
   27 - 39          0.783       0.720       0.642       0.587       0.676       0.765       0.829       0.820
   39 - 51          1.174       0.977       0.768       0.623       0.729       0.891       1.048       0.970
   51 - 63          2.885       1.548       0.944       0.738       0.777       1.156       1.222       1.309
   63 - 75          5.739       1.907       1.378       0.846       0.983       1.327       1.624       1.745
   75 - 90          6.830       2.519       1.995       1.405       1.372       1.699       2.070       2.320
 solar zenith angle range = 72.54 - 78.46
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.534       0.534       0.534       0.534       0.534       0.534       0.534       0.534
   15 - 27          0.620       0.599       0.577       0.557       0.572       0.606       0.632       0.654
   27 - 39          0.770       0.713       0.649       0.589       0.594       0.692       0.760       0.786
   39 - 51          1.189       0.921       0.751       0.646       0.680       0.853       0.946       0.975
   51 - 63          2.707       1.346       0.970       0.764       0.796       1.094       1.207       1.263
   63 - 75          5.600       1.976       1.489       0.994       1.045       1.351       1.645       1.811
   75 - 90          7.954       2.598       2.338       1.542       1.489       1.768       2.238       2.548
 solar zenith angle range = 78.46 - 84.26
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.500       0.500       0.500       0.500       0.500       0.500       0.500       0.500
   15 - 27          0.600       0.579       0.554       0.525       0.533       0.568       0.591       0.611
   27 - 39          0.752       0.703       0.635       0.562       0.559       0.658       0.709       0.738
   39 - 51          1.146       0.911       0.745       0.640       0.661       0.823       0.902       0.919
   51 - 63          2.654       1.390       0.972       0.785       0.811       1.057       1.158       1.203
   63 - 75          5.575       2.030       1.578       1.101       1.085       1.354       1.650       1.835
   75 - 90          8.939       2.660       2.629       1.650       1.581       1.812       2.365       2.706
 solar zenith angle range = 84.26 - 90.00
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.474       0.474       0.474       0.474       0.474       0.474       0.474       0.474
   15 - 27          0.586       0.565       0.537       0.501       0.504       0.541       0.561       0.579
   27 - 39          0.737       0.697       0.625       0.543       0.534       0.634       0.670       0.702
   39 - 51          1.102       0.900       0.742       0.639       0.650       0.803       0.870       0.876
   51 - 63          2.563       1.418       0.975       0.807       0.828       1.032       1.124       1.160
   63 - 75          5.454       2.063       1.647       1.193       1.122       1.363       1.659       1.864
   75 - 90          9.052       2.690       2.830       1.836       1.668       1.882       2.459       2.950

==================================
Scene 6 - Partly Cloudy Over Ocean
==================================
 solar zenith angle range =  0.00 - 25.84
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          1.161       1.161       1.161       1.161       1.161       1.161       1.161       1.161
   15 - 27          1.339       1.265       1.141       1.034       0.966       0.951       0.951       0.961
   27 - 39          1.146       1.074       0.968       0.944       0.916       0.921       0.918       0.951
   39 - 51          0.936       0.911       0.891       0.866       0.901       0.931       0.973       1.008
   51 - 63          0.949       0.936       0.931       0.881       0.896       0.936       1.008       1.068
   63 - 75          1.085       1.098       1.071       1.008       0.981       0.989       1.096       1.166
   75 - 90          1.294       1.281       1.226       1.146       1.111       1.126       1.220       1.281
 solar zenith angle range = 25.84 - 36.87
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.892       0.892       0.892       0.892       0.892       0.892       0.892       0.892
   15 - 27          1.100       1.052       0.936       0.888       0.886       0.903       0.908       0.925
   27 - 39          1.340       1.156       0.901       0.827       0.903       0.933       0.974       1.052
   39 - 51          1.307       1.117       0.908       0.790       0.877       0.965       1.048       1.091
   51 - 63          1.246       1.100       0.986       0.811       0.880       1.004       1.163       1.183
   63 - 75          1.368       1.314       1.146       0.903       0.910       1.036       1.301       1.322
   75 - 90          1.586       1.537       1.314       1.093       1.024       1.185       1.360       1.401
 solar zenith angle range = 36.87 - 45.57
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.785       0.785       0.785       0.785       0.785       0.785       0.785       0.785
   15 - 27          0.862       0.870       0.791       0.773       0.844       0.866       0.854       0.852
   27 - 39          1.186       1.046       0.824       0.769       0.830       0.921       0.942       0.998
   39 - 51          1.602       1.211       0.901       0.769       0.830       0.975       1.054       1.141
   51 - 63          1.638       1.292       1.008       0.797       0.844       1.029       1.178       1.215
   63 - 75          1.822       1.549       1.227       0.880       0.895       1.120       1.370       1.395
   75 - 90          2.067       1.873       1.445       1.126       1.050       1.283       1.514       1.577
 solar zenith angle range = 45.57 - 53.13
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.715       0.715       0.715       0.715       0.715       0.715       0.715       0.715
   15 - 27          0.762       0.757       0.724       0.692       0.734       0.844       0.821       0.838
   27 - 39          1.010       0.913       0.766       0.719       0.741       0.898       0.911       0.945
   39 - 51          1.726       1.227       0.884       0.743       0.772       0.963       1.048       1.117
   51 - 63          2.204       1.479       1.014       0.792       0.819       1.012       1.177       1.242
   63 - 75          2.539       1.801       1.330       0.859       0.869       1.173       1.394       1.459
   75 - 90          2.907       2.193       1.592       1.153       1.063       1.359       1.568       1.643
 solar zenith angle range = 53.13 - 60.00
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.640       0.640       0.640       0.640       0.640       0.640       0.640       0.640
   15 - 27          0.691       0.691       0.655       0.634       0.677       0.753       0.785       0.769
   27 - 39          0.865       0.832       0.710       0.672       0.683       0.832       0.867       0.898
   39 - 51          1.589       1.193       0.870       0.712       0.734       0.915       1.009       1.042
   51 - 63          2.524       1.611       1.057       0.786       0.791       0.989       1.182       1.244
   63 - 75          3.562       2.107       1.432       0.880       0.857       1.190       1.418       1.495
   75 - 90          4.005       2.627       1.736       1.259       1.199       1.443       1.620       1.713
 solar zenith angle range = 60.00 - 66.42
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.589       0.589       0.589       0.589       0.589       0.589       0.589       0.589
   15 - 27          0.653       0.667       0.636       0.605       0.615       0.671       0.715       0.704
   27 - 39          0.797       0.798       0.697       0.612       0.634       0.767       0.820       0.842
   39 - 51          1.523       1.171       0.858       0.688       0.683       0.846       0.962       0.986
   51 - 63          2.597       1.661       1.049       0.786       0.765       0.975       1.134       1.230
   63 - 75          4.596       2.331       1.547       0.887       0.844       1.202       1.412       1.516
   75 - 90          5.605       3.028       1.997       1.361       1.258       1.510       1.674       1.761
 solar zenith angle range = 66.42 - 72.54
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.533       0.533       0.533       0.533       0.533       0.533       0.533       0.533
   15 - 27          0.618       0.604       0.580       0.556       0.563       0.600       0.618       0.630
   27 - 39          0.794       0.771       0.689       0.591       0.587       0.697       0.788       0.777
   39 - 51          1.451       1.168       0.869       0.654       0.644       0.772       0.911       0.945
   51 - 63          2.608       1.659       1.143       0.742       0.734       0.932       1.118       1.142
   63 - 75          5.421       2.632       1.668       0.922       0.854       1.185       1.407       1.575
   75 - 90          7.161       3.496       2.227       1.458       1.309       1.531       1.704       1.807
 solar zenith angle range = 72.54 - 78.46
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.483       0.483       0.483       0.483       0.483       0.483       0.483       0.483
   15 - 27          0.566       0.577       0.559       0.518       0.494       0.544       0.548       0.581
   27 - 39          0.777       0.731       0.638       0.552       0.531       0.624       0.702       0.727
   39 - 51          1.351       1.167       0.882       0.647       0.596       0.728       0.837       0.876
   51 - 63          2.556       1.732       1.173       0.767       0.699       0.901       1.065       1.075
   63 - 75          5.968       2.864       1.815       1.016       0.847       1.239       1.406       1.569
   75 - 90          8.375       4.076       2.435       1.577       1.344       1.543       1.755       1.952
 solar zenith angle range = 78.46 - 84.26
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.459       0.459       0.459       0.459       0.459       0.459       0.459       0.459
   15 - 27          0.540       0.578       0.538       0.491       0.472       0.503       0.510       0.495
   27 - 39          0.744       0.735       0.625       0.529       0.520       0.563       0.626       0.583
   39 - 51          1.345       1.124       0.842       0.619       0.582       0.672       0.801       0.813
   51 - 63          2.398       1.782       1.130       0.774       0.708       0.864       1.018       1.039
   63 - 75          6.124       3.097       1.997       1.064       0.887       1.207       1.414       1.458
   75 - 90          8.935       4.380       2.822       1.749       1.467       1.659       1.836       1.948
 solar zenith angle range = 84.26 - 90.00
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.455       0.455       0.455       0.455       0.455       0.455       0.455       0.455
   15 - 27          0.548       0.565       0.510       0.477       0.436       0.462       0.457       0.513
   27 - 39          0.810       0.704       0.536       0.557       0.499       0.550       0.578       0.641
   39 - 51          1.233       1.086       0.801       0.650       0.627       0.665       0.718       0.827
   51 - 63          1.958       1.829       1.178       0.819       0.803       0.832       1.015       1.001
   63 - 75          5.751       3.101       2.293       0.983       0.850       1.291       1.421       1.470
   75 - 90          8.139       4.703       3.186       1.830       1.511       1.663       1.847       1.901

===========================================
Scene 7 - Partly Cloudy Over Land or Desert
===========================================
 solar zenith angle range =  0.00 - 25.84
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          1.054       1.054       1.054       1.054       1.054       1.054       1.054       1.054
   15 - 27          1.009       0.969       0.998       0.998       1.017       1.066       1.094       1.137
   27 - 39          0.957       0.948       0.947       0.978       1.015       1.037       1.071       1.101
   39 - 51          0.926       0.936       0.938       0.931       1.005       1.033       1.045       1.062
   51 - 63          0.921       0.933       0.934       0.927       0.980       1.033       1.045       1.060
   63 - 75          0.991       0.983       0.960       0.973       0.991       1.034       1.032       1.055
   75 - 90          1.045       1.024       0.998       0.994       1.011       1.029       1.034       1.053
 solar zenith angle range = 25.84 - 36.87
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.957       0.957       0.957       0.957       0.957       0.957       0.957       0.957
   15 - 27          0.933       0.855       0.915       0.949       0.988       1.018       1.068       1.127
   27 - 39          0.899       0.884       0.905       0.930       0.957       1.052       1.165       1.207
   39 - 51          0.896       0.909       0.907       0.923       0.957       1.068       1.152       1.184
   51 - 63          0.977       0.949       0.926       0.913       0.974       1.062       1.165       1.193
   63 - 75          1.126       1.066       1.030       0.929       0.980       1.060       1.177       1.202
   75 - 90          1.300       1.214       1.106       0.972       0.994       1.042       1.169       1.203
 solar zenith angle range = 36.87 - 45.57
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.888       0.888       0.888       0.888       0.888       0.888       0.888       0.888
   15 - 27          0.889       0.804       0.878       0.895       0.966       0.968       0.985       1.006
   27 - 39          0.807       0.898       0.896       0.894       0.901       1.043       1.131       1.063
   39 - 51          0.935       0.895       0.910       0.912       0.926       1.114       1.171       1.235
   51 - 63          1.066       0.965       0.956       0.902       0.943       1.160       1.176       1.249
   63 - 75          1.243       1.136       1.082       0.984       0.929       1.150       1.232       1.274
   75 - 90          1.429       1.303       1.180       0.992       1.012       1.195       1.265       1.267
 solar zenith angle range = 45.57 - 53.13
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.840       0.840       0.840       0.840       0.840       0.840       0.840       0.840
   15 - 27          0.822       0.758       0.828       0.849       0.887       0.934       0.961       0.971
   27 - 39          0.780       0.869       0.855       0.847       0.884       1.028       1.087       0.998
   39 - 51          0.971       0.890       0.905       0.916       0.896       1.093       1.206       1.233
   51 - 63          1.082       1.002       0.969       0.888       0.937       1.190       1.241       1.323
   63 - 75          1.338       1.258       1.135       0.937       0.949       1.258       1.287       1.370
   75 - 90          1.547       1.464       1.263       0.968       1.062       1.384       1.340       1.348
 solar zenith angle range = 53.13 - 60.00
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.764       0.764       0.764       0.764       0.764       0.764       0.764       0.764
   15 - 27          0.759       0.743       0.777       0.804       0.849       0.903       0.903       0.903
   27 - 39          0.820       0.766       0.820       0.792       0.857       0.976       1.053       0.987
   39 - 51          0.964       0.930       0.872       0.842       0.857       1.071       1.158       1.237
   51 - 63          1.257       1.089       0.970       0.895       0.927       1.161       1.255       1.414
   63 - 75          1.600       1.442       1.197       0.940       0.963       1.320       1.339       1.494
   75 - 90          2.135       1.799       1.385       1.170       1.190       1.433       1.452       1.518
 solar zenith angle range = 60.00 - 66.42
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.757       0.757       0.757       0.757       0.757       0.757       0.757       0.757
   15 - 27          0.717       0.733       0.722       0.732       0.769       0.854       0.832       0.851
   27 - 39          0.855       0.723       0.771       0.737       0.813       0.929       1.036       0.934
   39 - 51          0.956       0.907       0.876       0.791       0.852       0.969       1.129       1.126
   51 - 63          1.381       1.211       1.058       0.853       0.873       1.128       1.254       1.338
   63 - 75          2.016       1.697       1.405       0.900       0.931       1.308       1.428       1.653
   75 - 90          2.544       2.152       1.576       1.230       1.239       1.532       1.527       1.655
 solar zenith angle range = 66.42 - 72.54
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.643       0.643       0.643       0.643       0.643       0.643       0.643       0.643
   15 - 27          0.621       0.676       0.666       0.648       0.651       0.773       0.770       0.673
   27 - 39          0.750       0.740       0.686       0.762       0.757       0.862       0.914       0.902
   39 - 51          0.777       0.957       0.950       0.768       0.786       0.919       1.080       0.963
   51 - 63          1.456       1.368       1.117       0.874       0.867       1.164       1.263       1.349
   63 - 75          2.803       2.068       1.559       0.890       0.887       1.343       1.505       1.665
   75 - 90          2.538       2.675       1.829       1.312       1.262       1.542       1.688       2.005
 solar zenith angle range = 72.54 - 78.46
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.643       0.643       0.643       0.643       0.643       0.643       0.643       0.643
   15 - 27          0.718       0.700       0.676       0.661       0.676       0.703       0.722       0.738
   27 - 39          0.863       0.807       0.756       0.672       0.691       0.753       0.833       0.853
   39 - 51          1.027       0.953       0.863       0.722       0.732       0.923       0.951       0.977
   51 - 63          1.525       1.322       1.053       0.848       0.865       1.113       1.132       1.228
   63 - 75          2.520       2.208       1.589       1.030       1.009       1.361       1.503       1.722
   75 - 90          2.625       3.228       2.117       1.431       1.329       1.607       1.891       2.384
 solar zenith angle range = 78.46 - 84.26
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.608       0.608       0.608       0.608       0.608       0.608       0.608       0.608
   15 - 27          0.700       0.678       0.650       0.630       0.643       0.660       0.680       0.695
   27 - 39          0.864       0.805       0.736       0.644       0.658       0.708       0.785       0.804
   39 - 51          1.029       0.956       0.848       0.686       0.720       0.896       0.909       0.916
   51 - 63          1.617       1.369       1.055       0.879       0.894       1.091       1.104       1.165
   63 - 75          2.288       2.316       1.601       1.134       1.097       1.361       1.487       1.749
   75 - 90          2.667       3.680       2.347       1.518       1.371       1.643       2.047       2.692
 solar zenith angle range = 84.26 - 90.00
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.579       0.579       0.579       0.579       0.579       0.579       0.579       0.579
   15 - 27          0.687       0.661       0.630       0.605       0.615       0.625       0.646       0.659
   27 - 39          0.870       0.806       0.721       0.622       0.632       0.670       0.744       0.763
   39 - 51          1.035       0.962       0.838       0.657       0.712       0.876       0.876       0.866
   51 - 63          1.706       1.416       1.062       0.911       0.924       1.075       1.084       1.113
   63 - 75          2.090       2.423       1.620       1.233       1.181       1.368       1.479       1.781
   75 - 90          2.002       3.928       2.454       1.679       1.499       1.642       2.113       2.968

===========================================
Scene 8 - Partly Cloudy Over Land-Ocean Mix
===========================================
 solar zenith angle range =  0.00 - 25.84
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          1.094       1.094       1.094       1.094       1.094       1.094       1.094       1.094
   15 - 27          1.131       1.079       1.051       1.011       0.998       1.023       1.041       1.072
   27 - 39          1.027       0.994       0.955       0.965       0.979       0.994       1.014       1.045
   39 - 51          0.930       0.927       0.921       0.907       0.967       0.995       1.019       1.042
   51 - 63          0.931       0.934       0.933       0.910       0.949       0.997       1.032       1.063
   63 - 75          1.026       1.026       1.001       0.986       0.987       1.017       1.056       1.096
   75 - 90          1.137       1.119       1.082       1.050       1.048       1.065       1.103       1.137
 solar zenith angle range = 25.84 - 36.87
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.932       0.932       0.932       0.932       0.932       0.932       0.932       0.932
   15 - 27          0.998       0.931       0.923       0.925       0.948       0.974       1.006       1.048
   27 - 39          1.070       0.990       0.903       0.890       0.936       1.006       1.091       1.147
   39 - 51          1.055       0.990       0.907       0.872       0.926       1.028       1.112       1.148
   51 - 63          1.081       1.007       0.950       0.873       0.937       1.039       1.164       1.189
   63 - 75          1.220       1.162       1.075       0.919       0.953       1.051       1.225       1.249
   75 - 90          1.411       1.339       1.187       1.019       1.006       1.098       1.243       1.279
 solar zenith angle range = 36.87 - 45.57
