CMDLINE /media/monte_share/conda_envs/dataproc/bin/python3.14 main_EEI_preproc.py
MEM 0.488281 1776195143.0654
MEM 26.933594 1776195143.1657
MEM 42.363281 1776195143.2659
MEM 56.566406 1776195143.3661
