Secs_from_Epoch, Long, Lat, Ar, Ai, Ac, AMAG

9420.00, -104.85134, -54.65854, -0.000000004543355, 0.000000042312572, 0.000000001471903, 0.000000042581244
9480.00, -100.00305, -52.77496, -0.000000001910587, 0.000000042512740, 0.000000001468705, 0.000000042580987
9540.00, -95.59881, -50.69119, 0.000000000729663, 0.000000042549245, 0.000000001465571, 0.000000042580730
9600.00, -91.60563, -48.43788, 0.000000003367251, 0.000000042421920, 0.000000001462522, 0.000000042580473
9660.00, -87.98366, -46.04169, 0.000000005992039, 0.000000042131223, 0.000000001459577, 0.000000042580217
9720.00, -84.69124, -43.52541, 0.000000008593937, 0.000000041678237, 0.000000001456754, 0.000000042579964
9780.00, -81.68794, -40.90823, 0.000000011162932, 0.000000041064664, 0.000000001454067, 0.000000042579713
9840.00, -78.93621, -38.20624, 0.000000013689135, 0.000000040292824, 0.000000001451529, 0.000000042579467
9900.00, -76.40208, -35.43292, 0.000000016162815, 0.000000039365643, 0.000000001449152, 0.000000042579226
9960.00, -74.05528, -32.59956, 0.000000018574435, 0.000000038286645, 0.000000001446945, 0.000000042578991
10020.00, -71.86906, -29.71563, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10080.00, -69.81986, -26.78918, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10140.00, -67.88691, -23.82703, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10200.00, -66.05184, -20.83510, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10260.00, -64.29829, -17.81848, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10320.00, -62.61154, -14.78171, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10380.00, -60.97826, -11.72880, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10440.00, -59.38613, -8.66343, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10500.00, -57.82369, -5.58898, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10560.00, -56.28003, -2.50863, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10620.00, -54.74461, 0.57453, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10680.00, -53.20704, 3.65750, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10740.00, -51.65691, 6.73723, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10800.00, -50.08353, 9.81061, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10860.00, -48.47578, 12.87437, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10920.00, -46.82185, 15.92499, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
10980.00, -45.10901, 18.95865, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11040.00, -43.32333, 21.97112, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11100.00, -41.44943, 24.95760, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11160.00, -39.47007, 27.91264, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11220.00, -37.36586, 30.82993, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11280.00, -35.11478, 33.70210, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11340.00, -32.69187, 36.52048, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11400.00, -30.06876, 39.27479, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11460.00, -27.21339, 41.95279, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11520.00, -24.08996, 44.53982, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11580.00, -20.65922, 47.01839, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11640.00, -16.87950, 49.36765, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11700.00, -12.70893, 51.56296, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11760.00, -8.10926, 53.57565, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11820.00, -3.05193, 55.37312, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11880.00, 2.47354, 56.91961, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
11940.00, 8.44959, 58.17797, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
12000.00, 14.82134, 59.11255, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
12060.00, 21.49194, 59.69305, 0.000000000000000, 0.000000000000000, 0.000000000000000, 0.000000000000000
12120.00, 28.32665, 59.89880, 0.000000018519066, -0.000000038315280, 0.000000001399055, 0.000000042579030
12180.00, 35.16754, 59.72209, 0.000000016098539, -0.000000039393940, 0.000000001395911, 0.000000042579267
12240.00, 41.85581, 59.16955, 0.000000013615560, -0.000000040319866, 0.000000001392707, 0.000000042579511
12300.00, 48.25428, 58.26097, 0.000000011079768, -0.000000041089463, 0.000000001389466, 0.000000042579759
12360.00, 54.26295, 57.02605, 0.000000008501007, -0.000000041699744, 0.000000001386209, 0.000000042580011
12420.00, 59.82380, 55.50018, 0.000000005889289, -0.000000042148343, 0.000000001382962, 0.000000042580267
12480.00, 64.91674, 53.72052, 0.000000003254752, -0.000000042433525, 0.000000001379745, 0.000000042580525
12540.00, 69.55047, 51.72301, 0.000000000607627, -0.000000042554189, 0.000000001376584, 0.000000042580784
12600.00, 73.75248, 49.54052, -0.000000002041812, -0.000000042509879, 0.000000001373499, 0.000000042581044
12660.00, 77.56054, 47.20203, -0.000000004683279, -0.000000042300779, 0.000000001370511, 0.000000042581303
12720.00, 81.01641, 44.73249, -0.000000007306523, -0.000000041927718, 0.000000001367640, 0.000000042581560
12780.00, 84.16185, 42.15302, -0.000000009901364, -0.000000041392160, 0.000000001364903, 0.000000042581814
12840.00, 87.03636, 39.48136, -0.000000012457735, -0.000000040696205, 0.000000001362316, 0.000000042582064
12900.00, 89.67603, 36.73234, -0.000000014965722, -0.000000039842577, 0.000000001359891, 0.000000042582310
12960.00, 92.11319, 33.91840, -0.000000017415602, -0.000000038834614, 0.000000001357637, 0.000000042582550
13020.00, 94.37647, 31.04994, -0.000000019797879, -0.000000037676251, 0.000000001355564, 0.000000042582784
13080.00, 96.49112, 28.13575, -0.000000022103325, -0.000000036372013, 0.000000001353675, 0.000000042583010
13140.00, 98.47932, 25.18328, -0.000000024323015, -0.000000034926987, 0.000000001351971, 0.000000042583228
13200.00, 100.36069, 22.19892, -0.000000026448359, -0.000000033346808, 0.000000001350451, 0.000000042583436
13260.00, 102.15258, 19.18819, -0.000000028471140, -0.000000031637636, 0.000000001349110, 0.000000042583635
13320.00, 103.87054, 16.15591, -0.000000030383543, -0.000000029806128, 0.000000001347943, 0.000000042583823
13380.00, 105.52858, 13.10636, -0.000000032178186, -0.000000027859416, 0.000000001346938, 0.000000042583999
13440.00, 107.13951, 10.04341, -0.000000033848149, -0.000000025805074, 0.000000001346083, 0.000000042584163
13500.00, 108.71520, 6.97057, -0.000000035386999, -0.000000023651092, 0.000000001345364, 0.000000042584315
13560.00, 110.26682, 3.89113, -0.000000036788817, -0.000000021405843, 0.000000001344765, 0.000000042584453
13620.00, 111.80508, 0.80824, -0.000000038048222, -0.000000019078048, 0.000000001344266, 0.000000042584577
13680.00, 113.34041, -2.27508, -0.000000039160386, -0.000000016676744, 0.000000001343848, 0.000000042584686
13740.00, 114.88320, -5.35581, -0.000000040121056, -0.000000014211244, 0.000000001343489, 0.000000042584781
13800.00, 116.44397, -8.43087, -0.000000040926572, -0.000000011691109, 0.000000001343168, 0.000000042584861
13860.00, 118.03357, -11.49709, -0.000000041573873, -0.000000009126098, 0.000000001342862, 0.000000042584925
13920.00, 119.66346, -14.55110, -0.000000042060516, -0.000000006526143, 0.000000001342549, 0.000000042584974
13980.00, 121.34583, -17.58927, -0.000000042384681, -0.000000003901297, 0.000000001342206, 0.000000042585007
14040.00, 123.09397, -20.60758, -0.000000042545174, -0.000000001261707, 0.000000001341811, 0.000000042585023
14100.00, 124.92247, -23.60157, -0.000000042541438, 0.000000001382435, 0.000000001341342, 0.000000042585024
14160.00, 126.84754, -26.56616, -0.000000042373546, 0.000000004020925, 0.000000001340779, 0.000000042585009
14220.00, 128.88741, -29.49553, -0.000000042042206, 0.000000006643590, 0.000000001340104, 0.000000042584977
14280.00, 131.06264, -32.38291, -0.000000041548753, 0.000000009240326, 0.000000001339301, 0.000000042584930
14340.00, 133.39657, -35.22037, -0.000000040895146, 0.000000011801135, 0.000000001338353, 0.000000042584867
